,code,Uom,year,period,polution,id,Country,population,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
0,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.0633100513,FRDR609,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
1,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.04673285135,FRFR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
2,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,132.859,FRFR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
3,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,11.5783758,FRFR327C,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
4,EEA_3151-01-7,mmol/L,2009,2009-01--2009-12,0.2068,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
5,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,2.4777919,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.0133,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7,EEA_3164-08-7,{massRatio},2009,2009-01--2009-12,165.232,FRGR0220,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
8,EEA_3131-01-9,%,2009,2009-01--2009-12,80.9833,FRGR0220,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
9,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,86.6594,FRGR0220,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
10,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.05916669999999999,FRGR0220,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11,EEA_3161-03-3,mg{N}/L,2009,2009-04--2009-10,0.93,FRGR0220,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12,EEA_3131-01-9,%,2009,2009-01--2009-12,80.175,FRGR0005B,France,122.299437237519,71176346.0,6.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13,EEA_3152-01-0,[pH],2009,2009-01--2009-12,7.689189999999999,FRGR0005B,France,122.299437237519,71176346.0,6.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
14,EEA_3163-01-7,mg{Si}/L,2009,2009-01--2009-12,9.154580000000001,FRGR0004A,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
15,EEA_3131-01-9,%,2009,2009-01--2009-12,81.3,FRGR0167A,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
16,EEA_3133-01-5,mg{O2}/L,2009,2009-01--2009-12,1.0625,FRGR1496,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
17,CAS_14265-44-2,mg{P}/L,2009,2009-01--2009-12,0.0385596,FRGR1496,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
18,EEA_3152-01-0,[pH],2009,2009-01--2009-12,7.63017,FRGR0004A,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
19,EEA_3161-01-1,mg{N}/L,2009,2009-01--2009-12,1.0,FRDR179,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
20,EEA_3161-05-5,mg{N}/L,2009,2009-01--2009-12,0.2442030000000001,FRDR179,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
21,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.01999262012,FRDR175B,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
22,CAS_14798-03-9,mg{NH4}/L,2009,2009-01--2009-12,0.15944924800000002,FRDR174,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
23,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,37.9861,FRDR174,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
24,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.056666699999999987,FRDR174,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
25,EEA_3164-01-0,ug/L,2009,2009-01--2009-12,4.125,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
26,EEA_3142-01-6,uS/cm,2009,2009-01--2009-12,503.75,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
27,EEA_3161-01-1,mg{N}/L,2009,2009-01--2009-12,1.0,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
28,EEA_3161-05-5,mg{N}/L,2009,2009-01--2009-12,1.4336799999999998,FRDR174,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
29,EEA_3133-01-5,mg{O2}/L,2009,2009-01--2009-12,1.10833,FRDR173A,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
30,EEA_3142-01-6,uS/cm,2009,2009-01--2009-12,344.667,FRDR173A,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
31,EEA_3133-01-5,mg{O2}/L,2009,2009-01--2009-12,1.76667,FRGR0173,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
32,CAS_14798-03-9,mg{NH4}/L,2009,2009-01--2009-12,0.1060214624,FRGR0173,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
33,EEA_3161-03-3,mg{N}/L,2009,2009-01--2009-12,0.928889,FRGR0173,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
34,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.0383333,FRGR1022,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
35,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,3.881956614,FRGR0171,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
36,EEA_3164-08-7,{massRatio},2009,2009-01--2009-12,17.2379,FRGR0171,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
37,CAS_14798-03-9,mg{NH4}/L,2009,2009-01--2009-12,0.07429853759999999,FRGR0171,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
38,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,18.9363,FRGR0171,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
39,CAS_7440-43-9,ug/L,2016,2015-10-01--2016-09-30,25.0,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
40,CAS_16887-00-6,mg/L,2016,2015-10-01--2016-09-30,328.38,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
41,CAS_67-66-3,ug/L,2016,2015-10-01--2016-09-30,5.41,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
42,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,5.27313251,FRGR0175,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
43,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.0483333,FRGR0175,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
44,EEA_3163-01-7,mg{Si}/L,2009,2009-01--2009-12,13.5043,FRGR0176,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
45,EEA_3142-01-6,uS/cm,2009,2009-01--2009-12,216.25,FRGR0004B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
46,EEA_31615-01-7,mg{N}/L,2009,2009-01--2009-12,1.55177,FRGR0004B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
47,EEA_3133-01-5,mg{O2}/L,2009,2009-01--2009-12,1.6,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
48,EEA_3164-01-0,ug/L,2009,2009-01--2009-12,1.4375,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
49,EEA_3161-01-1,mg{N}/L,2009,2009-01--2009-12,0.666667,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
50,CAS_14265-44-2,mg{P}/L,2009,2009-01--2009-12,0.031951799999999995,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
51,EEA_3121-01-5,Cel,2009,2009-01--2009-12,10.0333,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
52,EEA_3161-02-2,mg{N}/L,2009,2009-01--2009-12,2.5782700000000003,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
53,CAS_2921-88-2,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
54,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.03165495996,FRDR651,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
55,EEA_3131-01-9,%,2009,2009-01--2009-12,103.31700000000001,FRDR651,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
56,EEA_3131-01-9,%,2009,2009-01--2009-12,96.72,FRDR606,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
57,EEA_3131-01-9,%,2009,2009-01--2009-12,93.3182,FRDR1808,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
58,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,14.56150975,FRDR609,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
59,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,22.8052478,FRFR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
60,EEA_3131-01-9,%,2009,2009-01--2009-12,98.7412,FRFR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
61,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.0825,FRFR238,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
62,EEA_31615-01-7,mg{N}/L,2009,2009-01--2009-12,3.17579,FRFR327C,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
63,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.02718994497,FRFR235A,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
64,EEA_3131-01-9,%,2009,2009-01--2009-12,86.4667,FRGR1507,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
65,EEA_3164-08-7,{massRatio},2009,2009-01--2009-12,50.9276,FRGR0186,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
66,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,41.6801,FRGR0186,France,122.299437237519,71176346.0,4.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
67,CAS_7723-14-0,mg{P}/L,2009,2009-01--2009-12,0.0147,ES10603,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
68,CAS_35065-27-1,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
69,CAS_35065-29-3,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
70,CAS_608-93-5,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
71,CAS_127-18-4,ug/L,2016,2015-10-01--2016-09-30,2.5,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
72,EEA_3164-08-7,{massRatio},2009,2009-01--2009-12,90.3327,ES12086,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
73,CAS_14798-03-9,mg{NH4}/L,2009,2009-01--2009-12,0.008114399999999999,ES12086,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
74,EEA_3164-01-0,ug/L,2009,2009-01--2009-12,4.5,FRGR0004B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
75,EEA_3121-01-5,Cel,2009,2009-01--2009-12,13.1333,FRGR0004B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
76,CAS_14797-65-0,mg{NO2}/L,2009,2009-01--2009-12,0.056645800799999986,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
77,EEA_3164-07-6,{massRatio},2009,2009-01--2009-12,64.5267,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
78,EEA_3161-02-2,mg{N}/L,2009,2009-01--2009-12,0.5478,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
79,EEA_3152-01-0,[pH],2009,2009-01--2009-12,6.6396,ES014MSPFES-014-NR-038-000-02-02,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
80,CAS_1610-18-0,ug/L,2016,2015-10-01--2016-09-30,0.05,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
81,CAS_7287-19-6,ug/L,2016,2015-10-01--2016-09-30,0.02,ES040MSBT000030612,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
82,CAS_7440-66-6,ug/L,2016,2015-10-01--2016-09-30,106.03,ES040MSBT000030596,Spain,93.6771974435832,50941692.0,6.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
83,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,3.8253707,ES030MSPF0319010,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
84,EEA_3163-01-7,mg{Si}/L,2009,2009-01--2009-12,13.9065,FRGR0175,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
85,EEA_31615-01-7,mg{N}/L,2009,2009-01--2009-12,1.8495,FRGR0175,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
86,EEA_3131-01-9,%,2009,2009-01--2009-12,82.2333,FRGR0176,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
87,EEA_3161-02-2,mg{N}/L,2009,2009-01--2009-12,1.04152,FRGR0176,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
88,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,4.54838834,FRGR0004B,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
89,EEA_3142-01-6,uS/cm,2009,2009-01--2009-12,177.75,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
90,EEA_3161-05-5,mg{N}/L,2009,2009-01--2009-12,2.65475,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
91,EEA_3152-01-0,[pH],2009,2009-01--2009-12,7.23888,FRGR0178A,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
92,EEA_3164-08-7,{massRatio},2009,2009-01--2009-12,32.8349,FRGR1507,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
93,CAS_7429-90-5,ug/L,2016,2015-10-01--2016-09-30,100.0,ES040MSBT000030598,Spain,93.6771974435832,50941692.0,4.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
94,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,1.7923,UKSC023165,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
95,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,3.1944,UKSC023155,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
96,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,0.0728,UKSC020095,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
97,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,0.0845,UKSC020433,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
98,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,7.4808,UKSC005207,United Kingdom,274.70898193692403,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
99,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,0.4696,UKSC005287,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
100,EEA_3161-02-2,mg{N}/L,2007,2007-01--2007-12,0.142,UKSC010562,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
101,EEA_3121-01-5,Cel,2009,2009-01--2009-12,9.1,ES020MSPF000000382,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
102,EEA_3152-01-0,[pH],2012,2012-01--2012-12,8.14583,LT122111303,Lithuania,44.7230757742448,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
103,CAS_14797-55-8,mg{NO3}/L,2009,2009-01--2009-12,7.7047507999999985,ES020MSPF000200509,Portugal,112.26194121729999,7024884.0,4.0,21.179404364691845,36.49,6.73,1.85,27.680000000000003,13.64,10.72,0.0,1.94,16.23
104,EEA_3133-01-5,mg{O2}/L,2009,2009-01--2009-12,1.8778,ES020MSPF000000454,Spain,93.6771974435832,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
105,EEA_3161-02-2,mg{N}/L,2006,2006-01--2006-12,0.6203,UKSC010758,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
106,EEA_3161-02-2,mg{N}/L,2006,2006-01--2006-12,2.492,UKSC010669,United Kingdom,274.70898193692403,25867961.0,18.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
107,CAS_7723-14-0,mg{P}/L,2011,2011-01--2011-12,0.019890900000000003,ATOK900470056,Austria,107.127966860564,19909000.0,4.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
108,EEA_3164-08-7,{massRatio},2008,2008-01--2008-12,38.6866,FRFR634,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
109,EEA_3164-08-7,{massRatio},2008,2008-01--2008-12,102.096,FRFR58,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
110,EEA_3131-01-9,%,2008,2008-01--2008-12,97.3333,FRGR0527,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
111,EEA_3163-01-7,mg{Si}/L,2008,2008-01--2008-12,12.975,FRGR0527,France,122.299437237519,71176346.0,1.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
112,CAS_14797-65-0,mg{NO2}/L,2008,2008-01--2008-12,0.0591446484,FRGR0007F,France,122.299437237519,71176346.0,5.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
113,CAS_14797-55-8,mg{NO3}/L,2008,2008-01--2008-12,14.569832509999998,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
114,CAS_14798-03-9,mg{NH4}/L,2008,2008-01--2008-12,0.16779806400000002,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
115,EEA_3164-07-6,{massRatio},2008,2008-01--2008-12,35.2395,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
116,EEA_3161-03-3,mg{N}/L,2008,2008-01--2008-12,1.35306,FRGR0543,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
117,EEA_3161-05-5,mg{N}/L,2008,2008-01--2008-12,5.70435,FRGR0543,France,122.299437237519,71176346.0,2.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
118,EEA_3152-01-0,[pH],2008,2008-01--2008-12,7.5808100000000005,FRGR0544,France,122.299437237519,71176346.0,3.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
119,EEA_3164-01-0,ug/L,2008,2008-01--2008-12,10.625,FRGR0546,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
120,EEA_3163-01-7,mg{Si}/L,2008,2008-01--2008-12,14.3,FRGR0546,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
121,CAS_14797-55-8,mg{NO3}/L,2008,2008-01--2008-12,19.75132612,FRGR0547B,France,122.299437237519,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
122,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0528,UKSC003800,United Kingdom,274.70898193692403,25867961.0,24.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
123,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0346,UKSC006832,United Kingdom,274.70898193692403,25867961.0,14.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
124,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0032,UKSC004734,United Kingdom,274.70898193692403,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
125,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0338,UKSC006107,United Kingdom,274.70898193692403,25867961.0,84.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
126,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0029,UKSC006500,United Kingdom,274.70898193692403,25867961.0,1.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
127,CAS_14265-44-2,mg{P}/L,2008,2008-01--2008-12,0.0035,UKSC006838,United Kingdom,274.70898193692403,25867961.0,5.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
